Exchange Date,Close,Adjusted Close,Net,%Chg,Open,Low,High,Volume
9/18/1997,95.21875,,0.40625,0.43%,95,94.96875,96.375,5045400
9/17/1997,94.8125,,0,0.00%,95.375,94.5,95.5,2220000
9/16/1997,94.8125,,2.3125,2.50%,93.3125,93.03125,95.28125,6979000
9/15/1997,92.5,,-0.15625,-0.17%,92.65625,92.1875,93.3125,2060500
9/12/1997,92.65625,,1.46875,1.61%,92,90.9375,92.96875,6708000
9/11/1997,91.1875,,-0.46875,-0.51%,91.78125,90.25,91.90625,7055900
9/10/1997,91.65625,,-1.9375,-2.07%,93.125,91.65625,93.5,3623700
9/9/1997,93.59375,,0.046875,0.05%,93.21875,92.90625,94.28125,1885200
9/8/1997,93.546875,,0.40625,0.44%,93.71875,93.3125,94,803500
9/5/1997,93.140625,,-0.265625,-0.28%,93.96875,92.59375,94.4375,3663300
9/4/1997,93.40625,,0.59375,0.64%,93.0625,92.75,93.71875,2473700
9/3/1997,92.8125,,-0.5,-0.54%,93.296875,92.75,94,2812500
9/2/1997,93.3125,,2.9375,3.25%,90.6875,90.59375,93.359375,7294000
8/29/1997,90.375,,0.359375,0.40%,90.125,89.71875,91.109375,2652300
8/28/1997,90.015625,,-1.390625,-1.52%,91.1875,90,91.9375,4287900
8/27/1997,91.40625,,0.546875,0.60%,91,90.40625,91.96875,5484300
8/26/1997,90.859375,,-1.359375,-1.47%,92,90.703125,92.5625,4290000
8/25/1997,92.21875,,-0.34375,-0.37%,92.78125,91.84375,93.40625,3888000
8/22/1997,92.5625,,-0.03125,-0.03%,91,90.5625,92.734375,7172900
8/21/1997,92.59375,,-1.65625,-1.76%,94.125,92.09375,94.25,5392600
8/20/1997,94.25,,1.40625,1.51%,92.9375,92.609375,94.3125,3558200
8/19/1997,92.84375,,1.0625,1.16%,92.21875,91.53125,92.90625,3802800
8/18/1997,91.78125,,2,2.23%,90.375,89.34375,91.78125,5638900
8/15/1997,89.78125,,-2.84375,-3.07%,92.125,89.625,92.125,4907100
8/14/1997,92.625,,0.34375,0.37%,93.09375,91.71875,93.3125,3462700
8/13/1997,92.28125,,-0.28125,-0.30%,93.6875,91.46875,93.84375,6982300
8/12/1997,92.5625,,-1.5,-1.59%,94.21875,92.46875,94.546875,6160800
8/11/1997,94.0625,,0.6875,0.74%,93.75,92.625,94.28125,6355900
8/8/1997,93.375,,-1.9375,-2.03%,94.3125,92.40625,94.75,7167600
8/7/1997,95.3125,,-0.71875,-0.75%,96.5,95.125,96.625,3641900
8/6/1997,96.03125,,0.78125,0.82%,95.4375,95.0625,96.53125,2478200
8/5/1997,95.25,,0.0625,0.07%,95.09375,94.90625,95.6875,1467000
8/4/1997,95.1875,,0.25,0.26%,94.78125,94.40625,95.546875,2339500
8/1/1997,94.9375,,-0.375,-0.39%,95.5,93.8125,95.71875,7077700
7/31/1997,95.3125,,-0.09375,-0.10%,95.40625,95.03125,96.03125,2138700
7/30/1997,95.40625,,1.125,1.19%,94.5,94.40625,95.625,4839800
7/29/1997,94.28125,,0.3125,0.33%,93.625,93.421875,94.46875,2737100
7/28/1997,93.96875,,-0.0625,-0.07%,94.25,93.5,94.5625,2794700
7/25/1997,94.03125,,-0.0625,-0.07%,94.5625,93.625,94.8125,2364800
7/24/1997,94.09375,,0.4375,0.47%,93.9375,92.6875,94.265625,4152700
7/23/1997,93.65625,,-0.078125,-0.08%,93.9375,93.53125,94.484375,3204300
7/22/1997,93.734375,,2.421875,2.65%,91.6875,91.625,93.796875,4243400
7/21/1997,91.3125,,0.015625,0.02%,91.28125,90.6875,91.59375,3810300
7/18/1997,91.296875,,-1.984375,-2.13%,93.015625,91.0625,93.21875,3961900
7/17/1997,93.28125,,-0.46875,-0.50%,93.625,92.78125,93.8125,1794800
7/16/1997,93.75,,1.21875,1.32%,93.125,92.890625,94.09375,2621300
7/15/1997,92.53125,,0.46875,0.51%,92.3125,91.46875,92.765625,2983100
7/14/1997,92.0625,,0.28125,0.31%,91.890625,91.21875,92.3125,3186400
7/11/1997,91.78125,,0.3125,0.34%,91.59375,91.375,92.1875,2260400
7/10/1997,91.46875,,0.40625,0.45%,91.125,90.484375,91.84375,2072200
7/9/1997,91.0625,,-1.015625,-1.10%,92.3125,90.03125,92.375,5390300
7/8/1997,92.078125,,0.953125,1.05%,91.25,91.1875,92.1875,3396500
7/7/1997,91.125,,-0.9375,-1.02%,92.375,90.90625,92.5,1158600
7/3/1997,92.0625,,1.25,1.38%,91.875,91.46875,92.15625,2539100
7/2/1997,90.8125,,1.46875,1.64%,89.5625,89.21875,90.8125,1961800
7/1/1997,89.34375,,1.03125,1.17%,88.5,88.390625,89.5625,1749000
6/30/1997,88.3125,,-0.59375,-0.67%,88.90625,87.875,89.46875,2384900
6/27/1997,88.90625,,0.34375,0.39%,88.96875,88.6875,89.71875,2617900
6/26/1997,88.5625,,-0.4375,-0.49%,88.84375,87.6875,89.625,2569900
6/25/1997,89,,-0.625,-0.70%,89.484375,87.9375,90.25,4708900
6/24/1997,89.625,,2.21875,2.54%,88.25,88,89.875,4895100
6/23/1997,87.40625,,-2.171875,-2.42%,89.40625,87.34375,89.90625,3991500
6/20/1997,89.578125,,-0.65625,-0.73%,89.9375,89.5,90.34375,1396900
6/19/1997,90.234375,,0.921875,1.03%,89.609375,89.375,90.5,2029900
6/18/1997,89.3125,,-0.3125,-0.35%,89.125,88.96875,89.625,1971900
6/17/1997,89.625,,-0.125,-0.14%,89.4375,88.9375,90.234375,2048100
6/16/1997,89.75,,0.03125,0.03%,89.75,89.46875,90,800400
6/13/1997,89.71875,,0.75,0.84%,89.0625,88.90625,90,2132900
6/12/1997,88.96875,,1.6875,1.93%,87.875,87.5625,89,4273300
6/11/1997,87.28125,,0.203125,0.23%,87,86.828125,87.40625,1673800
6/10/1997,87.078125,,0.265625,0.31%,86.84375,86.5,87.40625,1217500
6/9/1997,86.8125,,0.4375,0.51%,86.4375,86.34375,86.875,1823400
6/6/1997,86.375,,1.65625,1.95%,84.59375,84.59375,86.4375,1511100
6/5/1997,84.71875,,0.3125,0.37%,84.59375,84.421875,85.3125,1180800
6/4/1997,84.40625,,-0.09375,-0.11%,84.53125,84.078125,84.75,1063100
6/3/1997,84.5,,-0.28125,-0.33%,84.40625,84.34375,85.4375,1562100
6/2/1997,84.78125,,-0.375,-0.44%,85.34375,84.71875,85.5,1479100
5/30/1997,85.15625,,0.546875,0.65%,83.21875,83.125,85.5625,2143300
5/29/1997,84.609375,,-0.5,-0.59%,85.09375,84.5,85.25,1282700
5/28/1997,85.109375,,-0.015625,-0.02%,85.125,84.515625,85.453125,716700
5/27/1997,85.125,,0.34375,0.41%,84.375,84.265625,85.53125,1531000
5/23/1997,84.78125,,0.78125,0.93%,84.375,84.15625,85.21875,644400
5/22/1997,84,,-0.28125,-0.33%,84.375,83.5625,84.46875,907600
5/21/1997,84.28125,,-0.1875,-0.22%,84.6875,83.65625,84.984375,1208000
5/20/1997,84.46875,,1,1.20%,83.28125,82.75,84.6875,1756400
5/19/1997,83.46875,,0.25,0.30%,83.3125,83.0625,83.90625,1375800
5/16/1997,83.21875,,-1.15625,-1.37%,84.125,83,84.3125,1934200
5/15/1997,84.375,,0.5625,0.67%,83.8125,83.515625,84.59375,884100
5/14/1997,83.8125,,0.15625,0.19%,84.234375,83.4375,84.5,2772000
5/13/1997,83.65625,,-0.34375,-0.41%,83.9375,83.015625,84.09375,1195100
5/12/1997,84,,1.375,1.66%,82.9375,82.875,84.25,2357900
5/9/1997,82.625,,0.5625,0.69%,82.96875,81.65625,83.125,2558200
5/8/1997,82.0625,,0.5625,0.69%,81.3125,81.1875,83.21875,2923700
5/7/1997,81.5,,-1.8125,-2.18%,83,81.40625,83,2327200
5/6/1997,83.3125,,-0.0625,-0.07%,82.96875,82.5,83.46875,1721100
5/5/1997,83.375,,1.9375,2.38%,81.65625,81.296875,83.5625,3636200
5/2/1997,81.4375,,1.4375,1.80%,80.28125,80.0625,81.671875,1448300
5/1/1997,80,,-0.09375,-0.12%,80.21875,79.3125,80.53125,2149500
4/30/1997,80.09375,,0.375,0.47%,79.25,79.21875,80.6875,3372200
4/29/1997,79.71875,,2.4375,3.15%,78.296875,78.296875,79.78125,3197400
4/28/1997,77.28125,,0.75,0.98%,76.5,76.375,77.8125,1666500
4/25/1997,76.53125,,-0.890625,-1.15%,77.0625,76.421875,77.203125,1606200
4/24/1997,77.421875,,-0.390625,-0.50%,78.046875,76.875,78.28125,2689900
4/23/1997,77.8125,,0.078125,0.10%,77.65625,77.1875,78.03125,2047700
4/22/1997,77.734375,,1.671875,2.20%,76.109375,76,77.734375,3215000
4/21/1997,76.0625,,-0.5,-0.65%,76.75,75.46875,76.90625,2809400
4/18/1997,76.5625,,0.375,0.49%,76.8125,76.25,76.984375,1702100
4/17/1997,76.1875,,-0.3125,-0.41%,76.5,76,77,1386000
4/16/1997,76.5,,0.875,1.16%,75.375,75.25,76.609375,2273300
4/15/1997,75.625,,1.265625,1.70%,75.25,74.5,75.640625,2760400
4/14/1997,74.359375,,0.984375,1.34%,73.734375,73.3125,74.453125,3988500
4/11/1997,73.375,,-2.40625,-3.18%,75.0625,73.375,75.3125,4221600
4/10/1997,75.78125,,-0.28125,-0.37%,76.09375,75.6875,76.546875,1996500
4/9/1997,76.0625,,-0.625,-0.81%,77,75.84375,77.046875,2453200
4/8/1997,76.6875,,0.546875,0.72%,76.125,75.84375,76.78125,1822700
4/7/1997,76.140625,,0.296875,0.39%,76.1875,76.140625,76.625,2596200
4/4/1997,75.84375,,0.9375,1.25%,74.5,74.15625,75.859375,3706700
4/3/1997,74.90625,,0.40625,0.55%,74.4375,74.1875,75.125,2284200
4/2/1997,74.5,,-1.359375,-1.79%,75.625,74.4375,75.9375,2672700
4/1/1997,75.859375,,0.609375,0.81%,75.25,75.046875,76.1875,3210900
3/31/1997,75.25,,-1.75,-2.27%,76.9375,75.25,77.125,4270800
3/27/1997,77,,-2.09375,-2.65%,79.375,76.15625,79.375,2898500
3/26/1997,79.09375,,0.34375,0.44%,79.0625,78.6875,79.65625,1335300
3/25/1997,78.75,,-0.78125,-0.98%,79.34375,78.53125,79.96875,2125800
3/24/1997,79.53125,,1.09375,1.39%,78.5,78.09375,79.578125,2145600
3/21/1997,78.4375,,0.0625,0.08%,78.6875,78.34375,78.75,2810600
3/20/1997,78.375,,-0.40625,-0.52%,78.75,77.875,79,1808200
3/19/1997,78.78125,,-0.265625,-0.34%,78.84375,78.0625,79.5,1510000
3/18/1997,79.046875,,-0.859375,-1.08%,80,78.71875,80.109375,1352500
3/17/1997,79.90625,,0.21875,0.27%,79.25,78.4375,80.03125,3013500
3/14/1997,79.6875,,0.40625,0.51%,79.640625,79.25,80.03125,1642700
3/13/1997,79.28125,,-1.25,-1.55%,80.25,79.0625,80.46875,2514100
3/12/1997,80.53125,,-0.71875,-0.88%,81.3125,80.296875,81.34375,1055600
3/11/1997,81.25,,-0.4375,-0.54%,81.75,81.25,81.796875,624600
3/10/1997,81.6875,,0.84375,1.04%,80.9375,80.546875,81.6875,1074900
3/7/1997,80.84375,,0.71875,0.90%,80.4375,80.25,81.15625,1859300
3/6/1997,80.125,,-0.46875,-0.58%,80.625,79.875,80.90625,1528500
3/5/1997,80.59375,,1.34375,1.70%,79.71875,79.453125,80.59375,1254800
3/4/1997,79.25,,-0.4375,-0.55%,79.90625,79.09375,80.125,1478700
3/3/1997,79.6875,,0.53125,0.67%,78.75,78.6875,79.75,1210400
2/28/1997,79.15625,,-0.234375,-0.30%,79.25,79.0625,79.875,2961200
2/27/1997,79.390625,,-1.203125,-1.49%,80.8125,79.375,80.8125,1813100
2/26/1997,80.59375,,-0.796875,-0.98%,81.3125,79.625,81.4375,1597800
2/25/1997,81.390625,,0.0625,0.08%,81.40625,80.875,81.53125,1653900
2/24/1997,81.328125,,0.953125,1.19%,79.96875,79.96875,81.375,787300
2/21/1997,80.375,,0.03125,0.04%,80.40625,80.140625,80.765625,1844400
2/20/1997,80.34375,,-0.984375,-1.21%,81.03125,80.15625,81.359375,1193900
2/19/1997,81.328125,,-0.546875,-0.67%,81.65625,81.15625,82,648100
2/18/1997,81.875,,0.6875,0.85%,81.34375,80.75,81.9375,833100
2/14/1997,81.1875,,-0.1875,-0.23%,81.1875,80.90625,81.46875,1112900
2/13/1997,81.375,,0.875,1.09%,80.8125,80.6875,81.5625,1104800
2/12/1997,80.5,,1.125,1.42%,79.375,79.265625,80.640625,2675400
2/11/1997,79.375,,0.90625,1.15%,78.78125,78.125,79.375,1664300
2/10/1997,78.46875,,-0.75,-0.95%,79.25,78.421875,79.53125,1670000
2/7/1997,79.21875,,1.0625,1.36%,78.8125,77.78125,79.25,2321000
2/6/1997,78.15625,,0.515625,0.66%,77.78125,77.40625,78.203125,2483100
2/5/1997,77.640625,,-1.484375,-1.88%,79.234375,77.125,79.46875,2255400
2/4/1997,79.125,,0.484375,0.62%,78.75,78.4375,79.203125,654100
2/3/1997,78.640625,,0.234375,0.30%,78.71875,78.359375,78.890625,755000
1/31/1997,78.40625,,-0.09375,-0.12%,78.9375,78.375,79.40625,3208100
1/30/1997,78.5,,1,1.29%,77.875,77.40625,78.53125,2126300
1/29/1997,77.5,,0.75,0.98%,76.875,76.59375,77.5,1122700
1/28/1997,76.75,,0.21875,0.29%,77.625,76,77.84375,4376000
1/27/1997,76.53125,,-0.21875,-0.29%,76.875,76.375,77.234375,2108500
1/24/1997,76.75,,-1,-1.29%,77.875,76.75,77.90625,2176000
1/23/1997,77.75,,-1.09375,-1.39%,79.0625,76.90625,79.6875,2601100
1/22/1997,78.84375,,0.5625,0.72%,78.3125,77.875,78.84375,1201600
1/21/1997,78.28125,,0.625,0.80%,77.375,77.109375,78.546875,2785800
1/20/1997,77.65625,,0.09375,0.12%,77.75,77.46875,78.09375,1889900
1/17/1997,77.5625,,0.46875,0.61%,77.203125,77.109375,77.75,1604000
1/16/1997,77.09375,,0.3125,0.41%,77.03125,76.5,77.296875,1308400
1/15/1997,76.78125,,-0.1875,-0.24%,76.71875,76.375,77.203125,1583900
1/14/1997,76.96875,,0.953125,1.25%,76.6875,76.5,77.390625,2111200
1/13/1997,76.015625,,-0.109375,-0.14%,76.5,75.640625,76.5,1364600
1/10/1997,76.125,,0.8125,1.08%,74.25,74.25,76.25,2369500
1/9/1997,75.3125,,0.625,0.84%,75.0625,74.9375,75.875,1415700
1/8/1997,74.6875,,-0.65625,-0.87%,75.75,74.6875,75.78125,1802200
1/7/1997,75.34375,,0.90625,1.22%,74.4375,74.125,75.46875,939000
1/6/1997,74.4375,,-0.65625,-0.87%,75.09375,74.3125,75.4375,1374100
1/3/1997,75.09375,,1.0625,1.44%,74.375,74.078125,75.125,2123200
1/2/1997,74.03125,,0.1875,0.25%,74.375,72.75,74.375,2031900
12/31/1996,73.84375,,-1.375,-1.83%,75.28125,73.84375,75.375,1378100
12/30/1996,75.21875,,-0.65625,-0.86%,76.125,75.15625,76.125,694100
12/27/1996,75.875,,0.09375,0.12%,75.78125,75.5,76.03125,410400
12/26/1996,75.78125,,0.578125,0.77%,75.4375,75.375,75.828125,1384300
12/24/1996,75.203125,,0.546875,0.73%,74.84375,74.796875,75.203125,633000
12/23/1996,74.65625,,-0.1875,-0.25%,75.09375,74.328125,75.203125,1263700
12/20/1996,74.84375,,-0.203125,-0.27%,75.125,74.75,75.71875,1543200
12/19/1996,75.046875,,1.515625,2.06%,74.1875,73.890625,75.125,2269300
12/18/1996,73.53125,,0.578125,0.79%,73.375,73.265625,73.765625,1666800
12/17/1996,72.953125,,0.578125,0.80%,72.15625,71.875,73.28125,2023200
12/16/1996,72.375,,-0.9375,-1.28%,73.5,72.0625,73.6875,1831100
12/13/1996,73.3125,,0.1875,0.26%,73.0625,72.40625,73.578125,1678300
12/12/1996,73.125,,-1.234375,-1.66%,74.78125,72.9375,74.875,2540200
12/11/1996,74.359375,,-0.6875,-0.92%,73.625,73.3125,74.625,1847900
12/10/1996,75.046875,,-0.359375,-0.48%,75.5625,74.96875,75.671875,1331600
12/9/1996,75.40625,,1.09375,1.47%,74.6875,74.578125,75.421875,1864600
12/6/1996,74.3125,,-0.4375,-0.59%,73.25,72.65625,74.75,3401800
12/5/1996,74.75,,-0.203125,-0.27%,74.84375,74.53125,75.140625,1697700
12/4/1996,74.953125,,0.203125,0.27%,74.875,74.09375,75.0625,2365100
12/3/1996,74.75,,-1.296875,-1.71%,76.0625,74.75,76.578125,1777800
12/2/1996,76.046875,,0.03125,0.04%,75.921875,75.390625,76.125,1350600
11/29/1996,76.015625,,0.28125,0.37%,76,75.859375,76.21875,1073400
11/27/1996,75.734375,,-0.140625,-0.19%,76.0625,75.640625,76.1875,872000
11/26/1996,75.875,,-0.25,-0.33%,76.28125,75.46875,76.6875,2861800
11/25/1996,76.125,,0.953125,1.27%,75.25,75.078125,76.15625,2058800
11/22/1996,75.171875,,0.578125,0.78%,74.703125,74.703125,75.25,965100
11/21/1996,74.59375,,-0.109375,-0.15%,74.796875,74.375,74.84375,653000
11/20/1996,74.703125,,0.125,0.17%,74.5625,74.3125,75.015625,730000
11/19/1996,74.578125,,0.53125,0.72%,74.140625,74.03125,74.59375,1029300
11/18/1996,74.046875,,0.015625,0.02%,74.171875,73.734375,74.25,1518200
11/15/1996,74.03125,,0.09375,0.13%,74.125,73.71875,74.5,2250900
11/14/1996,73.9375,,0.484375,0.66%,73.1875,73.15625,73.9375,558800
11/13/1996,73.453125,,0.328125,0.45%,73.203125,73.015625,73.5625,481900
11/12/1996,73.125,,-0.21875,-0.30%,73.546875,73.015625,73.59375,719900
11/11/1996,73.34375,,-0.078125,-0.11%,73.25,73.21875,73.515625,655900
11/8/1996,73.421875,,0.40625,0.56%,73.03125,72.75,73.4375,1355700
11/7/1996,73.015625,,0.171875,0.24%,72.625,72.53125,73.296875,1446300
11/6/1996,72.84375,,1.375,1.92%,71.59375,71.53125,72.875,1665000
11/5/1996,71.46875,,0.40625,0.57%,71.296875,71.28125,71.796875,764000
11/4/1996,71.0625,,0.46875,0.66%,70.6875,70.53125,71.0625,1608400
11/1/1996,70.59375,,-0.25,-0.35%,70.984375,70.265625,71.15625,821300
10/31/1996,70.84375,,0.671875,0.96%,70.265625,70.1875,70.875,726300
10/30/1996,70.171875,,-0.234375,-0.33%,70.625,70.09375,70.625,495400
10/29/1996,70.40625,,0.5625,0.81%,70.0625,69.703125,70.578125,815900
10/28/1996,69.84375,,-0.46875,-0.67%,70.375,69.8125,70.734375,975400
10/25/1996,70.3125,,0.0625,0.09%,70.234375,70.125,70.5625,568300
10/24/1996,70.25,,-0.609375,-0.86%,70.859375,70.21875,70.984375,379300
10/23/1996,70.859375,,0.234375,0.33%,70.46875,70.1875,70.890625,735900
10/22/1996,70.625,,-0.5,-0.70%,71.0625,70.59375,71.078125,848900
10/21/1996,71.125,,-0.09375,-0.13%,71.28125,70.9375,71.625,879200
10/18/1996,71.21875,,0.375,0.53%,70.875,70.71875,71.3125,695800
10/17/1996,70.84375,,0.1875,0.27%,70.875,70.546875,71.03125,792500
10/16/1996,70.65625,,0.34375,0.49%,70.5,69.9375,70.65625,590100
10/15/1996,70.3125,,-0.09375,-0.13%,71.125,69.953125,71.125,776900
10/14/1996,70.40625,,0.09375,0.13%,70.3125,70.296875,70.6875,201600
10/11/1996,70.3125,,0.859375,1.24%,69.71875,69.71875,70.3125,331300
10/10/1996,69.453125,,-0.140625,-0.20%,69.59375,69.375,69.859375,1562200
10/9/1996,69.59375,,-0.546875,-0.78%,70.25,69.515625,70.375,528800
10/8/1996,70.140625,,-0.28125,-0.40%,70.453125,70.015625,70.6875,386200
10/7/1996,70.421875,,0.078125,0.11%,70.3125,70.25,70.625,235100
10/4/1996,70.34375,,0.9375,1.35%,69.6875,69.5,70.34375,754100
10/3/1996,69.40625,,-0.0625,-0.09%,69.5,69.203125,69.53125,342200
10/2/1996,69.46875,,0.46875,0.68%,69.25,69.15625,69.59375,609000
10/1/1996,69,,0.375,0.55%,68.703125,68.4375,69.046875,561400
9/30/1996,68.625,,-0.0625,-0.09%,68.78125,68.578125,69.0625,578200
9/27/1996,68.6875,,0.0625,0.09%,68.71875,68.375,68.71875,407600
9/26/1996,68.625,,-0.03125,-0.05%,68.75,68.390625,69.1875,773200
9/25/1996,68.65625,,0.046875,0.07%,68.9375,68.5,68.9375,1353300
9/24/1996,68.609375,,-0.015625,-0.02%,68.5625,68.3125,69.25,1269800
9/23/1996,68.625,,-0.015625,-0.02%,68.46875,68.15625,68.75,466800
9/20/1996,68.640625,,-0.109375,-0.16%,68.59375,68.375,68.78125,948400
9/19/1996,68.75,,0.265625,0.39%,68.375,68.28125,68.796875,410000
9/18/1996,68.484375,,-0.171875,-0.25%,68.5625,68.21875,68.75,225500
9/17/1996,68.65625,,-0.15625,-0.23%,68.875,68.234375,68.984375,604700
9/16/1996,68.8125,,0.25,0.36%,68.65625,68.5625,69.15625,1220200
9/13/1996,68.5625,,1.03125,1.53%,68.3125,68.125,68.625,2008800
9/12/1996,67.53125,,0.46875,0.70%,67.25,67.15625,67.734375,713300
9/11/1996,67.0625,,0.375,0.56%,66.5625,66.40625,67.125,713500
9/10/1996,66.6875,,-0.03125,-0.05%,66.625,66.375,66.90625,669900
9/9/1996,66.71875,,0.78125,1.18%,66.1875,66.078125,66.734375,719200
9/6/1996,65.9375,,0.921875,1.42%,65.25,65.140625,66.171875,804900
9/5/1996,65.015625,,-0.796875,-1.21%,65.5,65.015625,65.765625,616600
9/4/1996,65.8125,,0.0625,0.10%,65.75,65.484375,66.75,930200
9/3/1996,65.75,,0.421875,0.65%,64.46875,64.375,65.84375,1782000
8/30/1996,65.328125,,-0.6875,-1.04%,66,65.125,66.015625,1500900
8/29/1996,66.015625,,-0.65625,-0.98%,66.59375,65.625,66.59375,680200
8/28/1996,66.671875,,-0.109375,-0.16%,66.9375,66.65625,67,227600
8/27/1996,66.78125,,0.25,0.38%,66.71875,66.5,66.84375,389400
8/26/1996,66.53125,,-0.328125,-0.49%,66.703125,66.421875,66.78125,784700
8/23/1996,66.859375,,-0.359375,-0.53%,67.09375,66.640625,67.203125,757100
8/22/1996,67.21875,,0.625,0.94%,66.75,66.71875,67.34375,584800
8/21/1996,66.59375,,-0.234375,-0.35%,66.65625,66.375,66.8125,266400
8/20/1996,66.828125,,-0.046875,-0.07%,66.890625,66.671875,66.90625,645700
8/19/1996,66.875,,0.03125,0.05%,66.859375,66.625,66.921875,436400
8/16/1996,66.84375,,0.5625,0.85%,66.46875,66.46875,66.875,475100
8/15/1996,66.28125,,-0.125,-0.19%,66.234375,66.203125,66.625,632600
8/14/1996,66.40625,,0.234375,0.35%,66.1875,66,66.46875,533800
8/13/1996,66.171875,,-0.53125,-0.80%,66.578125,66,66.625,805200
8/12/1996,66.703125,,0.484375,0.73%,66.25,66,66.859375,764200
8/9/1996,66.21875,,-0.21875,-0.33%,66.671875,66.0625,66.765625,648800
8/8/1996,66.4375,,-0.109375,-0.16%,66.5625,66.1875,66.5625,925100
8/7/1996,66.546875,,0.171875,0.26%,66.625,66.125,66.75,917800
8/6/1996,66.375,,0.203125,0.31%,66.15625,65.796875,66.515625,640000
8/5/1996,66.171875,,-0.390625,-0.59%,66.578125,65.96875,66.59375,710200
8/2/1996,66.5625,,1.40625,2.16%,66,65.75,66.59375,1098500
8/1/1996,65.15625,,1.0625,1.66%,64.15625,64.0625,65.390625,1168600
7/31/1996,64.09375,,0.46875,0.74%,63.671875,63.515625,64.265625,767100
7/30/1996,63.625,,0.609375,0.97%,63.4375,62.9375,63.6875,1868200
7/29/1996,63.015625,,-0.703125,-1.10%,63.625,62.9375,63.71875,1297900
7/26/1996,63.71875,,0.34375,0.54%,63.5625,63.390625,63.8125,642300
7/25/1996,63.375,,0.5625,0.90%,63.4375,63.125,63.5625,1989800
7/24/1996,62.8125,,0.125,0.20%,61.9375,61.625,63.1875,2463400
7/23/1996,62.6875,,-0.8125,-1.28%,63.59375,62.578125,63.9375,1479800
7/22/1996,63.5,,-0.46875,-0.73%,63.53125,63.015625,63.75,519800
7/19/1996,63.96875,,-0.46875,-0.73%,64.28125,63.625,64.375,1216000
7/18/1996,64.4375,,0.875,1.38%,63.75,63.328125,64.546875,1432500
7/17/1996,63.5625,,0.75,1.19%,63.75,63,64,1340500
7/16/1996,62.8125,,0.15625,0.25%,62.84375,60.375,63.5,4141000
7/15/1996,62.65625,,-1.90625,-2.95%,64.71875,62.65625,64.71875,1951300
7/12/1996,64.5625,,0.046875,0.07%,64.625,64.078125,64.90625,1312000
7/11/1996,64.515625,,-1.328125,-2.02%,65.5625,63.875,65.6875,1587400
7/10/1996,65.84375,,0.265625,0.41%,65.5625,64.921875,65.84375,1132300
7/9/1996,65.578125,,0.265625,0.41%,65.609375,65.375,65.8125,739200
7/8/1996,65.3125,,-0.265625,-0.41%,65.625,65.125,65.984375,942000
7/5/1996,65.578125,,-1.71875,-2.55%,66.125,65.375,66.4375,842900
7/3/1996,67.296875,,-0.140625,-0.21%,67.40625,67.0625,67.5,308300
7/2/1996,67.4375,,-0.25,-0.37%,67.625,67.328125,67.640625,389400
7/1/1996,67.6875,,0.578125,0.86%,67.28125,67.1875,67.703125,471300
6/28/1996,67.109375,,0.234375,0.35%,67.15625,66.96875,67.5,1060800
6/27/1996,66.875,,0.46875,0.71%,66.40625,66.15625,67.046875,1090500
6/26/1996,66.40625,,-0.453125,-0.68%,66.78125,66.390625,66.921875,838200
6/25/1996,66.859375,,-0.078125,-0.12%,67.125,66.78125,67.171875,454400
6/24/1996,66.9375,,0.125,0.19%,66.96875,66.84375,67.21875,416500
6/21/1996,66.8125,,0.21875,0.33%,66.5625,66.375,66.8125,573300
6/20/1996,66.59375,,-0.046875,-0.07%,66.703125,66.1875,66.921875,1234400
6/19/1996,66.640625,,0.296875,0.45%,66.65625,66.421875,67,552100
6/18/1996,66.34375,,-0.546875,-0.82%,66.84375,66.328125,67.03125,718000
6/17/1996,66.890625,,-0.046875,-0.07%,66.96875,66.71875,67.21875,1101000
6/14/1996,66.9375,,-0.28125,-0.42%,67.25,66.71875,67.25,1468200
6/13/1996,67.21875,,0,0.00%,67.375,66.828125,67.46875,1502000
6/12/1996,67.21875,,-0.125,-0.19%,67.5625,67.109375,67.734375,1120600
6/11/1996,67.34375,,-0.0625,-0.09%,67.65625,67.34375,68.03125,688700
6/10/1996,67.40625,,-0.21875,-0.32%,67.53125,67.296875,67.734375,548800
6/7/1996,67.625,,0,0.00%,66.1875,66.1875,67.640625,1422800
6/6/1996,67.625,,-0.5,-0.73%,68.5,67.5,68.5,523300
6/5/1996,68.125,,0.59375,0.88%,67.5625,67.421875,68.203125,428000
6/4/1996,67.53125,,0.46875,0.70%,67.375,67.25,67.59375,627100
6/3/1996,67.0625,,0.1875,0.28%,66.890625,66.703125,67.109375,503100
5/31/1996,66.875,,-0.5,-0.74%,67.359375,66.875,67.640625,923500
5/30/1996,67.375,,0.34375,0.51%,66.9375,66.75,67.71875,895800
5/29/1996,67.03125,,-0.453125,-0.67%,67.625,66.8125,67.6875,649600
5/28/1996,67.484375,,-0.6875,-1.01%,68.375,67.3125,68.375,456400
5/24/1996,68.171875,,0.265625,0.39%,67.96875,67.9375,68.328125,659100
5/23/1996,67.90625,,-0.28125,-0.41%,68.28125,67.53125,68.4375,967900
5/22/1996,68.1875,,0.640625,0.95%,67.625,67.390625,68.1875,1218100
5/21/1996,67.546875,,-0.09375,-0.14%,67.75,67.5,67.875,352700
5/20/1996,67.640625,,0.453125,0.67%,67.65625,66.984375,67.75,788500
5/17/1996,67.1875,,0.359375,0.54%,67,67,67.296875,427700
5/16/1996,66.828125,,0.140625,0.21%,66.3125,66.28125,66.9375,514400
